H46,"Under Capricorn",1949,Hitchcock,Drama
H47,"Stage Fright",1950,Hitchcock,Thriller
H48,"Strangers on a Train",1951,Hitchcock,Thriller
H49,"I Confess",1952,Hitchcock,Thriller
H50,"Dial M for Murder",1954,Hitchcock,Thriller
H51,"Rear Window",1954,Hitchcock,Thriller
H52,"To Catch a Thief",1955,Hitchcock,Thriller
H53,"The Trouble with Harry",1956,Hitchcock,Thriller
H57,"The Man Who Knew Too Much",1956,Hitchcock,Thriller
H61,"The Wrong Man",1957,Hitchcock,Documentary
H65,"Vertigo",1958,Hitchcock,Thriller
H69,"North by Northwest",1959,Hitchcock,Thriller
H73,"Psycho",1960,Hitchcock,Thriller
H79,"The Birds",1963,Hitchcock,Thriller
H80,"Marnie",1964,Hitchcock,Thriller
H81,"Torn Curtain",1966,Hitchcock,Thriller
H82,"Topaz",1969,Hitchcock,Thriller
H83,"Frenzy",1972,Hitchcock,Thriller
H84,"Family Plot",1976,Hitchcock,Thriller
H40,"Aventure Malgache",1944,Hitchcock,Adventure
H41,"Bon Voyage",1944,Hitchcock,Adventure
H54,"Revenge",1955,Hitchcock,Thriller
H55,"Breakdown",1955,Hitchcock,Thriller
H56,"The Case of Mr.~Pelham",1955,Hitchcock,Thriller
H58,"Back For Christmas",1956,Hitchcock,Thriller
H59,"Wet Saturday",1956,Hitchcock,Thriller
H60,"Mr.~Blanchhard's Secret",1956,Hitchcock,Thriller
H62,"One More Mile To Go",1957,Hitchcock,Thriller
H63,"Four O'Clock",1957,Hitchcock,Thriller
H64,"The Perfect Crime",1957,Hitchcock,Thriller
H66,"Lamb To The Slaughter",1958,Hitchcock,Thriller
H67,"A Dip In The Pool",1958,Hitchcock,Thriller
H68,"Poison",1958,Hitchcock,Thriller
H70,"Banquo's Chair",1959,Hitchcock,Thriller
H71,"Arthur",1959,Hitchcock,Thriller
H72,"The Crystal Trench",1959,Hitchcock,Thriller
H74,"Incident at a Corner",1960,Hitchcock,Thriller
H75,"Mrs.~Bixby and The Colonel's Coat",1960,Hitchcock,Thriller
H76,"The Horseplayer",1961,Hitchcock,Thriller
H77,"Bang! You're Dead",1961,Hitchcock,Thriller
H78,"I Saw The Whole Thing",1962,Hitchcock,Thriller
WKD10,"The Edison Kinetopic Record of A Sneeze",1893,Dickson,Documentary
WKD50,"Terrible Teddy, the Grizzly King",1901,Dickson,Comedy
ALu1,"La Premiere Seance du Salon Indien au Grand Caf\'e",1895,A.Lumiere,null
ALu2,"La Sortie des Usines Lumi\`ere",1895,A.Lumiere,Documentary
ALu3,"Arriv\'ee d'un train en G\^are de la Ciatat",1895,A.Lumiere,Documentary
ALu4,"Le Gouter de B\'eb\'e",1895,A.Lumiere,null
ALu5,"L'Arroseur arross\'e",1895,A.Lumiere,Comedy
ALu6,"Barque Quittant le Port",1895,A.Lumiere,Documentary
ALu7,"Boules",1895,A.Lumiere,null
ALu30,"L'assissinatat du Duc de Guise",1908,A.Lumiere,null
ESP9,"Jack and the Beanstalk",1902,E.S.Porter,Comedy
ESP10,"Uncle Tom's Cabin",1902,E.S.Porter,Comedy
ESP11,"Life of an American Fireman",1903,E.S.Porter,Western
ESP12,"The Great Train Robbery",1903,E.S.Porter,Western
ESP16,"The Little Train Robbery",1905,E.S.Porter,null
ESP17,"The Kleptomaniac",1905,E.S.Porter,null
ESP25,"The Count of Monte Christo",1912,E.S.Porter,Drama
ESP26,"The Prisoner of Zenda",1912,E.S.Porter,Drama
ESP27,"His Neighbor's Wife",1912,E.S.Porter,Drama
ESP28,"Tess of the d'Ubervilles",1912,E.S.Porter,Drama
ESP30,"An American Citizen",1913,E.S.Porter,null
ESP31,"A Good Little Devil",1913,E.S.Porter,null
ESP32,"In The Bishop's Carriage",1913,E.S.Porter,null
ESP33,"Caprice",1913,E.S.Porter,null
ESP34,"Hearts Adrift",1913,E.S.Porter,null
ESP40,"Tess of The Storm Country",1914,E.S.Porter,Drama
GMs1,"L'Escamontage d'une Dame",1896,Melies,null
GMs2,"L'Homme orchestre",1900,Melies,null
GMs4,"Cinderella",1900,Melies,null
GMs6,"Le voyage dans la lune",1902,Melies,null
GMs8,"Danseuse Microscopique",1902,Melies,null
GMs12,"An Impossible Voyage",1904,Melies,null
GMs20,"L'Homme a la Tete en Caoutchouc",1906,Melies,null
AMv10,"The Downward Path",1900,A. Marvin,Drama
Z0001,"Hamlet",1900,Unknown0,null
Z0002,"Romea and Juliet",1900,Unknown0,null
Z0003,"King Lear",1905,Unknown0,null
Z0004,"Julius Cesar",1907,Unknown0,null
Z0005,"Othello",1907,Unknown0,null
Z0006,"Macbeth",1908,Unknown0,null
Z0007,"Richard III",1908,Unknown0,null
WRB10,"The Magic Sword or A Medieval Mystery",1891,Booth,null
CPa1,"La Passion",1902,Pathe,null
CPa50,"Les Mis\'erables",1909,Pathe,Drama
WHa1,"The Maniac's Guillotine",1902,Haggar,Horror
WHa8,"The Life of Charles Pierce",1905,Haggar,Biographical Picture
WMc10,"Kit Carson",1903,McCutcheon,Adventure
ThE10,"Parsifal",1904,Edison,Biographical Picture
JaC1,"The Wagon Trails",1906,Cruze,Adventure
JaC7,"Too Many Millions",1918,Cruze,null
JaC10,"The Covered Wagon",1923,Cruze,Western
JaC12,"Hollywood",1918,Cruze,null
JaC15,"Ruggles of Red Gap",1918,Cruze,Western
JaC20,"Beggars on Horseback",1925,Cruze,Western
JaC23,"Pony Express",1925,Cruze,Western
JaC25,"Old Ironsides",1926,Cruze,Adventure
JaC28,"The Great Gabbo",1929,Cruze,Musical
JaC33,"Washington Merry Go Round",1932,Cruze,null
JaC35,"I Cover the Waterfront",1933,Cruze,null
JaC40,"Sutter's Gold",1936,Cruze,null
GKS60,"The Dead Man's Claim",1912,Spoor,Western
LMi1,"The Last Days of Pompeii",1908,Maggi,null
LMi5,"Nero and the Burning of Rome",1909,Maggi,null
LMi23,"Autumn Sunset Dream",1911,Maggi,Drama
LMi25,"The Ship with the Lions",1912,Maggi,Drama
LMi35,"The Lion of Venice",1914,Maggi,Drama
DWG02,"At the French Ball",1908,Griffith,null
DWG03,"Calamitous Elopement",1908,Griffith,null
DWG1,"The Adventures of Dolly",1908,Griffith,null
DWG3,"For the Love of Gold",1908,Griffith,null
DWG5,"The Call of the Wild",1908,Griffith,null
DWG6,"Lines of White on a Sullen Sea",1908,Griffith,null
DWG7,"The Sealed Room",1909,Griffith,Drama
DWG8,"A Corner in Wheat",1909,Griffith,Drama
DWG9,"The Lonely Villa",1909,Griffith,Drama
DWG10,"The Life of Edgar Allen Poe",1909,Griffith,Biographical Picture
DWG11,"The Curtain Pole",1909,Griffith,Comedy
DWG15,"Song of the Wildwood Flute",1910,Griffith,Western
DWG16,"Love Among the Roses",1910,Griffith,null
DWG25,"The Lonedale Operator",1911,Griffith,null
DWG26,"Paradise Lost",1911,Griffith,null
DWG27,"Enoch Arden",1911,Griffith,Drama
DWG29,"The Cowboy Doctor",1911,Griffith,null
DWG33,"Man's Genesis",1912,Griffith,null
DWG35,"The Musketeers of Pig Alley",1912,Griffith,null
DWG40,"The Raven",1912,Griffith,Biographical Picture
DWG47,"The New York Hat",1912,Griffith,null
DWG49,"The Battle at Elderbush Gulch",1913,Griffith,Western
DWG50,"Judith of Bethulia",1913,Griffith,Drama
DWG51,"The Clansman",1915,Griffith,null
DWG52,"Intolerance",1916,vanDyke,Drama
DWG53,"Hearts of the World",1918,Griffith,null
DWG55,"The Greatest Question",1919,Griffith,Drama
DWG57,"Broken Blossoms",1919,Griffith,Drama
DWG58,"True Heart Susie",1919,Griffith,Romance
DWG64,"Way Down East",1920,Griffith,Drama
DWG66,"One Exciting Night",1922,Griffith,null
DWG67,"Orphans of the Storm",1922,Griffith,null
DWG71,"America",1924,Griffith,Drama
DWG72,"Isn't life Wonderful",1924,Griffith,Documentary
DWG75,"Screen Snapshots",1926,Griffith,null
DWG80,"Abraham Lincoln",1930,Griffith,Biographical Picture
Z0210,"Romeo and Juliet",1908,Unknown2,Romance
Z0220,"Romeo and Juliet",1908,Unknown2,Romance
Z0230,"Romeo and Juliet",1908,Unknown2,Romance
Z0240,"Romeo and Juliet",1911,Unknown2,Romance
Z0250,"Romeo and Juliet",1911,Unknown2,Romance
Z0260,"Romeo and Juliet",1916,Unknown2,Romance
Z0270,"Romeo and Juliet",1916,Unknown2,Romance
EiC10,"Le Binetoscope",1909,Cohl,null
GdL10,"Marin Valiero, Doge of Venice",1909,deLiguoro,null
MCs2,"The Pilgrim's Progress",1912,Caserini,Drama
MCs3,"Macbeth",1913,Caserini,Drama
MCs10,"Love Everlasting",1913,Caserini,Drama
WMk10,"Gertie the Dino",1909,Mackay,null
FkP10,"All on Account of Milk",1910,F.Powell,Romance
GlS10,"The Merchant of Venice",1910,loSavio,Drama
ISB10,"Life of Moses",1910,Blackton,null
ThB10,"The Old Curiosity Shop",1913,Bentley,Drama
ThB30,"The Old Curiosity Shop",1921,Bentley,Drama
ThB50,"Young Woodley",1930,Bentley,null
ThB55,"Hobson's Choice",1931,Bentley,Drama
ThB65,"Those Were the Days",1934,Bentley,null
ThB70,"The Old Curiosity Shop",1935,Bentley,null
ThB80,"Lucky to Me",1939,Bentley,null
UgF10,"Salome",1910,Falena,Drama
UgF12,"Francesca di Rimini",1911,Falena,Romance
APv10,"Dante's Inferno",1911,Guiseppe diLiguoro,null
APv11,"Homer's Odyssey",1911,Francesco Bertolini,Adventure
AuB10,"The Vampire Dancer",1911,Blom,Drama
LcP15,"L'Enfant de Paris",1913,Perret,null
OrM10,"Clios and Phyletes",1911,Mentasti,null
ThI10,"Little Dove's Romance",1911,Th.Ince,Western
ThI18,"Battle of the Red Men",1912,Th.Ince,Western
ThI20,"Custer's Last Fight",1912,Th.Ince,null
ThI33,"The Death Mask",1914,Th.Ince,Western
ThI40,"Civilization",1915,Th.Ince,null
ThI60,"Human Wreckage",1924,Th.Ince,null
ThI65,"Custer's Last Fight",1925,Th.Ince,Western
UrG10,"The Aviator's Generosity",1911,Gad,Drama
WmH10,"A Tale of Two Cities",1911,Humphrey,Drama
ADw5,"Maiden and Men",1912,Dwan,Drama
ADw6,"Their Hero Son",1912,Dwan,Drama
ADw17,"Robin Hood",1922,Dwan,Adventure
ADw22,"The Iron Mask",1922,Dwan,Adventure
ADw27,"Manhandled",1924,Dwan,Romance
ADw35,"Heidi",1937,Dwan,Romance
ADw40,"Rebecca of Sunnybrook Farm",1938,Dwan,Drama
ADw41,"Suez",1938,Dwan,null
ADw45,"The Three Musketeers",1939,Dwan,null
ADw52,"Around the World",1943,Dwan,Musical
ADw60,"Sands of Iwo Jima",1949,Dwan,null
ADw70,"Cattle Queen of Montana",1954,Dwan,Western
ADw72,"Passion",1954,Dwan,Western
ADw75,"Tennessee's Partner",1954,Dwan,Western
ADw78,"Pearl of the South Pacific",1955,Dwan,Adventure
ADw80,"Slightly Scarlet",1956,Dwan,Drama
AEG25,"The Ghost Breaker",1922,A.E.Green,null
AEG37,"Baby Face",1933,A.E.Green,Drama
AEG39,"I Loved a Woman",1933,A.E.Green,null
AEG41,"Dangerous",1935,A.E.Green,Drama
AEG50,"The Gracie Allen Murder Case",1935,A.E.Green,Mystery
AEG60,"The Jolson Story",1946,A.E.Green,Musical
AEG70,"The Eddie Cantor Story",1953,A.E.Green,Musical
JCw16,"Step On It",1922,Conway,null
JCw41,"Bringing Up Father",1928,Conway,Comedy
JCw44,"Our Modern Maidens",1929,Conway,Romance
JCw47,"The Unholy Three",1930,Conway,null
JCw50,"Just a Gigolo",1931,Conway,Comedy
JCw51,"Ars\`ene Lupin",1932,Conway,null
JCw53,"Red-headed Woman",1932,Conway,Drama
JCw57,"Viva Villa",1934,Hawks; fired,null
JCw61,"A Tale of Two Cities",1935,Conway,Drama
JCw62,"Libeled Lady",1936,Conway,Romance
JCw63,"Sarasota",1937,Conway,null
JCw64,"A Yank at Oxford",1938,Conway,null
JCw65,"Too Hot To Handle",1938,Conway,null
JCw67,"Lady of the Tropics",1939,Conway,null
JCw68,"Boom Town",1940,Conway,null
JCw69,"Love Crazy",1940,Conway,null
JCw70,"Honky Tonk",1940,Conway,null
JCw73,"Dragon Seed",1944,Conway,null
JCw75,"The Hucksters",1947,Conway,null
JDu10,"Comedy of the absurd",1912,Durand,Comedy
MaT10,"Alias Jimmy Valentine",1915,M.Tourneur,Cops and Robbers
MaT25,"The Pride of the Clan",1917,M.Tourneur,Drama
MaT27,"Poor Little Rich Girl",1917,M.Tourneur,Drama
MaT40,"Au nom de la loi",1931,M.Tourneur,Cops and Robbers
LMe10,"Queen Elizabeth",1912,Mercanton,Biographical Picture
LoW3,"How Men Propose",1913,Weber,Drama
LoW5,"Where are My Children",1916,Phillips Smalley,Drama
LoW10,"The Dumb Girl of Portici",1916,Weber,null
LoW11,"The Juvenile Dancer Supreme, Lena Basquette in a Group of Classical Dances",1916,Weber,Musical
LoW20,"The Dance of Love",1920,Weber,null
LoW21,"Shoes",1920,Weber,null
ME40,"Nelson",1919,Elvey,null
ME60,"The Elusive Pimpernel",1912,Elvey,null
ME100,"The Hound of the Baskervilles",1921,Elvey,null
MEl130,"Balalava",1928,Elvey,null
MEl150,"The School for Scandal",1930,Elvey,null
ME180,"The Lodger",1932,Elvey,Thriller
ME200,"The Tunnel",1934,Elvey,null
ME240,"The Spider",1940,Elvey,Thriller
ME270,"Beware of Pity",1946,Elvey,null
ME300,"My Wife's Lodger",1952,Elvey,null
MSe10,"Dough and Dynamite",1914,null,Comedy
MSe15,"Fatty and Mabel at the San Diego Exposition",1915,null,Comedy
MSe18,"Fatty and Mabel's Simple Life",1915,null,Comedy
MSt10,"Vampyren",1912,M.Stiller,null
MSt20,"Sir Arne's Treasure",1919,M.Stiller,null
MSt30,"Erotikon",1920,M.Stiller,Drama
MSt40,"The Saga of Gosta Berlin",1924,M.Stiller,Romance
MSt50,"The Blizzard",1926,M.Stiller,null
MSt53,"The Temptress",1927,Humberstone,Drama
MSt55,"Hotel Imperial",1927,M.Stiller,null
MSt60,"Street of Sin",1928,M.Stiller,null
SiO10,"From the Manger to the Cross",1912,Olcott,null
SiO30,"Monsieur Beaucaire",1924,Olcott,null
VSj1,"Tradgardsmastaren",1912,Seastrom,Drama
VSj3,"The Phantom Carriage",1920,Seastrom,null
VSj5,"He Who gets Slapped",1924,Seastrom,null
VSj6,"The Scarlet Letter",1926,Seastrom,Drama
VSj7,"The Divine Woman",1927,Seastrom,Biographical Picture
VSj8,"The Wind",1927,Seastrom,Drama
Z1210,"Within the Law",1912,Unknown12,Cops and Robbers
Z1220,"Within the Law",1917,Unknown12,Cops and Robbers
Z1230,"Within the Law",1923,Unknown12,Cops and Robbers
ElR10,"The Last Days of Pompeii",1913,Rodolfo,Drama
NOx10,"Il Cadavere Vivente",1913,Oreste Mentasti,null
NOx20,"Rhapsodia Satanica",1917,Oxilia,Romance
AcG10,"Fedora, or Piu Forte dell'Odio e Amore",1913,Gonsalvi,null
BuG10,"Blade O'Grass",1915,George,Western
CDM0,"California",1913,DeMille,Musical
CDM1,"The Squaw Man",1913,Oscar Apfel,Western
CDM3,"The Virginian",1914,DeMille,Drama
CDM5,"Brewster's Millions",1914,DeMille,Drama
CDM6,"Rose of the Rancho",1914,DeMille,Drama
CDM7,"The Ghost Breaker",1914,DeMille,Drama
CDM8,"Call of the North",1915,DeMille,null
CDM9,"The Girl of the Golden West",1915,DeMille,Drama
CDM10,"The Wild Goose Chase",1915,DeMille,null
CDM11,"The Warrens of Virginia",1915,DeMille,null
CDM12,"The Arab",1915,DeMille,null
CDM13,"The Goose Girl",1915,DeMille,null
CDM15,"Carmen",1915,Walsh,Drama
CDM16,"Maria Rosa",1915,DeMille,null
CDM17,"The Captive",1915,DeMille,Drama
CDM18,"The Cheat",1915,DeMille,Drama
CDM19,"The Trail of the Lonesome Pine",1916,DeMille,Drama
CDM22,"Joan, the Woman",1917,DeMille,Drama
CDM32,"The Squaw Man",1918,DeMille,Western
CDM40,"The Affairs of Anatol",1921,DeMille,Romance
CDM44,"Adam's Rib",1923,DeMille,null
CDM45,"The Ten Commandments",1923,DeMille,null
CDM51,"The King of Kings",1927,deMille,null
CDM52,"Madame Satan",1930,DeMille,null
CDM54,"The Godless Girl",1931,DeMille,null
CDM55,"The Squaw Man",1931,DeMille,Drama
CDM56,"The Sign of the Cross",1932,DeMille,null
CDM59,"Cleopatra",1934,DeMille,Drama
CDM60,"The Crusades",1935,DeMille,null
CDM64,"The Plainsman",1936,DeMille,Western
CDM68,"The Buccaneer",1938,DeMille,Adventure
CDM73,"Union Pacific",1939,DeMille,null
CDM75,"Reap the Wild Wind",1942,DeMille,null
CDM77,"Unconquered",1947,DeMille,null
CDM78,"Samson and Delilah",1949,DeMille,Romance
CDM79,"The Greatest Show on Earth",1952,DeMille,null
CDM80,"The Ten Commandments",1956,DeMille,null
EGz10,"Anthony and Cleopatra",1913,Guazzoni,Drama
GBS10,"The Perils of Pauline",1913,Seitz,Drama
GBS20,"The Fatal Ring",1917,Seitz,Drama
GBS30,"Velvet Fingers",1921,Seitz,Drama
GBS40,"The Sky Ranger",1925,Seitz,Drama
GBS42,"The Vanishing American",1925,Seitz,Documentary
GBS90,"The Woman in his Life",1935,Seitz,Drama
GBS92,"The Last of the Mohicans",1936,Seitz,Western
GBS93,"A Family Affair",1936,Seitz,Drama
GBS95,"You're Only Young Once",1938,Seitz,Drama
GBS96,"Judge Hardy's Children",1938,Seitz,Drama
GBS97,"Love Finds Andy Hardy",1938,Seitz,Drama
GBS98,"Out West With the Hardys",1938,Seitz,Drama
GBS100,"6000 Enemies",1939,Seitz,Drama
GBS102,"The Hardys Ride High",1939,Seitz,Drama
GBS103,"Judge Hardy and Son",1939,Seitz,Drama
GBS110,"Andy Hardy Meets a Debutante",1939,Seitz,Comedy
GBS115,"Kit Carson",1940,Seitz,Western
GBS120,"Sky Murder",1940,Seitz,Drama
GBS130,"Andy Hardy's Private Secretary",1941,Seitz,Comedy
GBS132,"Life Begins for Andy Hardy",1941,Seitz,Comedy
GBS140,"China Caravan",1942,Seitz,Drama
GBS144,"The Courtship of Andy Hardy",1942,Seitz,Comedy
GBS145,"Andy Hardy's Double Life",1942,Seitz,Comedy
GBS150,"Andy Hardy's Blonde Trouble",1944,Seitz,Comedy
BHd10,"East Lynne",1913,Haldane,Drama
DGP1,"Raja Harishchandra",1913,Phalke,Drama
HBn5,"Ivanhoe",1913,Brenon,null
HBn8,"Neptune's Daughter",1914,Brenon,null
HBn10,"The Kreuzer Sonata",1913,Brenon,null
HBn12,"War Brides",1916,Brenon,null
HBn15,"The Passing of the Third Floor Back",1918,Brenon,null
HBn18,"The Sign on the Door",1921,Brenon,null
HBn21,"The Spanish Dancer",1923,Brenon,null
HBn25,"Peter Pan",1924,Brenon,Romance
HBn30,"Beau Geste",1926,Brenon,null
HBn40,"Beau Ideal",1931,Brenon,null
HHS1,"The White Goddess of the Wangora",1913,Schomburgk,Drama
HHS3,"The Heroes of Paratau",1914,Schomburgk,Drama
HHS6,"The Outlaw of the Sudu Mountains",1914,Schomburgk,Drama
HHS8,"Odd Man Out",1914,Schomburgk,Drama
HHS9,"Deutsche in Sudan",1914,Schomburgk,Documentary
HHS12,"Eine Weisse unter Kannibalen",1919,Schomburgk,Documentary
HHS13,"Ein Abenteurer",1920,Schomburgk,Documentary
HHS14,"Tropengift",1920,Schomburgk,Documentary
HHS15,"Goldfieber",1920,Schomburgk,Documentary
HHS16,"Im Kampf um die Diamantfelder",1921,Schomburgk,Documentary
HHS22,"Geheimbundrieten der Frauen in Liberia",1923,Schomburgk,Documentary
HHS24,"Mensch und Tier im Urwald",1924,Schomburgk,Documentary
HHS26,"Fahrten und F\"ahrten",1926,Schomburgk,Documentary
HHS28,"Verlorenes Land",1926,Schomburgk,Documentary
HHS36,"Das Letzte Paradis",1932,Schomburgk,Documentary
HHS38,"Die Wildnis Stirbt",1933,Schomburgk,Documentary
HHS48,"Frauen, Masken, und Dam\"onen",1948,Schomburgk,Documentary
HHS50,"Abschied von Afrika",1956,Schomburgk,Documentary
PW1,"The Student of Prag",1913,Wegener,null
PW2,"R\"ubezahls Hochzeit",1916,Wegener,null
PW3,"Der Rattenf\"anger von Hameln",1918,Wegener,null
PW4,"Der Golem",1920,Wegener,null
Z4210,"Tarzan the Ape Man",1913,Unknown42,Adventure
Z4215,"Romance of Tarzan",1918,Unknown42,Adventure
Z4220,"Return of Tarzan",1920,Unknown42,Adventure
Z4222,"Son of Tarzan",1920,Unknown42,Adventure
Z4225,"Adventures of Tarzan",1921,Unknown42,Adventure
Z4230,"Tarzan and the Golden Lion",1927,Unknown42,Adventure
Z4240,"Tarzan the Mighty",1928,Unknown42,Adventure
ADA10,"The Memory of the Other",1914,DegliAbbati,Comedy
AK1,"The Duped Journalist",1914,A.Korda,null
AK19,"The Man with the Golden Touch",1918,A.Korda,null
AK26,"The Prince and the Pauper",1920,A.Korda,null
AK40,"The Private Life of Helen of Troy",1927,A.Korda,null
AK45,"Her Private Life",1929,A.Korda,null
AK49,"The Princess and the Plumber",1931,A.Korda,null
AK50,"Marius",1931,A.Korda,Drama
AK57,"The Private Life of Henry VIII",1933,A.Korda,null
AK58,"The Girl from Maxim's",1933,A.Korda,null
AK59,"The Private Life of Don Juan",1934,A.Korda,Drama
AK78,"Rembrandt",1936,A.Korda,null
AK90,"That Hamilton Woman",1941,A.Korda,Biographical Picture
AK96,"An Ideal Husband",1947,A.Korda,Comedy
CC1,"Making A Living",1914,Chaplin,Drama
CC43,"The Tramp",1915,Chaplin,Drama
CC50,"Shangheid",1916,Chaplin,Comedy
CC52,"A Night at the Show",1916,Chaplin,Comedy
CC62,"The Immigrant",1917,Chaplin,Comedy
CC64,"The Adventurer",1917,Chaplin,null
CC66,"A Dog's Life",1918,Chaplin,Comedy
CC68,"Shoulder Arms",1918,Chaplin,Drama
CC70,"The Kid",1920,Chaplin,Drama
CC72,"Shoulder Arms",1922,Chaplin,Drama
CC73,"The Gold Rush",1925,Chaplin,Drama
CC75,"The Circus",1927,Chaplin,Comedy
CC76,"City Lights",1931,Chaplin,null
CC77,"Modern Times",1936,Chaplin,null
CC78,"The Great Dictator",1940,Chaplin,Comedy
CC79,"The Gold Rush",1942,Chaplin,null
CC80,"Monsieur Verdoux",1947,Chaplin,Comedy
CC80,"Limelight",1952,Chaplin,Drama
CC82,"A King in New York",1957,Chaplin,null
CC83.,"A Countess from Hong Kong",1966,Chaplin,null
CGl10,"La donna nuda",1914,Gallone,Comedy
CGl25,"Malombra",1917,Gallone,null
CGl35,"Maman poupee",1920,Gallone,null
CGl42,"Fabiola",1923,Palermi,null
CGl44,"Mesalina",1924,Palermi,null
CGl46,"Quo Vadis",1925,Palermi,null
CGl48,"The Last Days of Pompeii",1926,Palermi,null
CGl55,"Pawns of Passion",1928,Gallone,null
CGl70,"Madame Butterfly",1939,Gallone,null
CGl75,"Manon Lescaut",1940,Gallone,null
CGl85,"La Traviata",1947,Gallone,null
CGl90,"Faust and the Devil",1949,Gallone,null
CGl95,"La Forza del Destino",1951,Gallone,null
CGl103,"Tosca",1956,Gallone,null
CGl107,"Michel Strogoff",1959,Gallone,null
CGl109,"Cathage in Flames",1959,Gallone,null
CGl115,"Carmen di Travestere",1962,Gallone,Drama
CoC10,"The Spoilers",1914,C.Campbell,null
CWl10,"Der Stolz der Firma",1914,Wilhelm,Comedy
ECs10,"In The Land of the War Canoes",1914,E.Curtis,Drama
El9,"Schuhpalast Pinkus",1915,Lubitsch,Comedy
El13,"Wenn Vier Dasselbe Tun",1917,Lubitsch,Comedy
El15,"Ein Fideles Gef\"angnis",1918,Lubitsch,Comedy
EL19,"Die Augen der Mumie Ma",1918,Lubitsch,Drama
EL21,"Gipsy Blood",1918,Lubitsch,Drama
EL28,"Meyer in Berlin",1919,Lubitsch,Comedy
EL29,"Die Austernprinzessin",1919,Lubitsch,Drama
EL31,"Madame Dubarry",1919,Lubitsch,Drama
EL32,"Die Puppe",1919,Lubitsch,null
EL33,"Romeo und Julia im Schnee",1920,Lubitsch,Comedy
EL34,"Kohliesel's T\"ochter",1920,Lubitsch,Comedy
El35,"Ich M\"ochte Kein Mann Sein",1920,Lubitsch,Comedy
EL36,"Sumurun",1920,Lubitsch,Drama
EL37,"Anna Boleyn",1920,Lubitsch,Drama
EL38,"Die Bergkatze",1921,Lubitsch,Drama
EL39,"Das Weib des Pharao",1922,Lubitsch,Drama
EL40,"Die Flamme",1923,Lubitsch,Drama
EL41,"Rosita",1923,Lubitsch,null
EL42,"The Marriage Circle",1924,Lubitsch,Romance
EL44,"Forbidden Paradise",1924,Lubitsch,Biographical Picture
EL46,"Lady Windermere's Fan",1925,Lubitsch,Comedy
EL48,"The Student Prince",1927,Lubitsch,Romance
EL49,"The Patriot",1928,Lubitsch,null
EL51,"The Love Parade",1929,Lubitsch,null
EL52,"Paramount on Parade",1930,Lubitsch,Musical
EL53,"Monte Carlo",1930,Lubitsch,Musical
EL54,"The Smiling Luitenant",1931,Lubitsch,Musical
EL55,"The Man I Killed",1932,Lubitsch,null
EL56,"One Hour With You",1932,Lubitsch,Musical
EL57,"Trouble in Paradise",1932,Lubitsch,Romance
EL58,"If I had a Million",1932,Lubitsch,null
EL60,"Design For Living",1933,Lubitsch,null
EL61,"The Merry Widow",1934,Lubitsch,Musical
EL62,"Angel",1937,Lubitsch,null
EL63,"Bluebeard's Eighth Wife",1938,Lubitsch,Comedy
EL64,"Ninotchka",1939,Lubitsch,Romance
EL65,"The Shop around the Corner",1940,Lubitsch,Romance
